Date,M1-1:00,M1-2:00,M1-3:00,M1-4:00,M1-5:00,M1-6:00,M1-7:00,M1-8:00,M1-9:00,M1-10:00,M1-11:00,M1-12:00,M1-13:00,M1-14:00,M1-15:00,M1-16:00,M1-17:00,M1-18:00,M1-19:00,M1-20:00,M1-21:00,M1-22:00,M1-23:00,M1-24:00,M2-1:00,M2-2:00,M2-3:00,M2-4:00,M2-5:00,M2-6:00,M2-7:00,M2-8:00,M2-9:00,M2-10:00,M2-11:00,M2-12:00,M2-13:00,M2-14:00,M2-15:00,M2-16:00,M2-17:00,M2-18:00,M2-19:00,M2-20:00,M2-21:00,M2-22:00,M2-23:00,M2-24:00
11/01/2012,2.526881738,3.894468273,3.037015416,3.495758098,3.822898875,2.732655317,2.830440175,2.877757402,3.095401046,2.659251306,3.323776618,2.916794323,3.089985214,2.815306128,2.532922486,2.256901887,2.15483801,1.732724669,2.069733637,2.155458611,2.075282992,2.389204645,2.41221279,2.765222576,12.20050755,13.12944224,12.36272458,15.88049526,19.40989991,15.79887989,15.74976929,12.83606777,11.17474646,12.91054235,11.30062726,11.16705972,16.87388144,16.23361839,16.46451609,11.30198713,14.41839128,15.62483129,11.63869059,12.12148893,11.60737002,11.50278169,13.56569705,16.23772013
12/01/2012,2.338411559,3.579163822,3.107294815,2.395749013,2.31401159,3.644906256,2.709482153,2.178636041,3.007326436,2.094612075,2.185687891,2.907635406,1.9139559,1.902731416,2.540508724,1.986226763,2.876399727,1.979047339,1.767158572,2.327697588,2.114459945,2.544145338,1.813913846,2.521685709,11.86098082,16.23738655,20.29216819,15.14230311,11.63180911,16.924413,13.52210207,16.30340821,15.36355473,14.63270781,14.88041978,10.35154556,16.59503415,10.82072572,10.07284748,15.48194027,16.00178375,9.457706959,11.91359779,8.824178057,8.974071935,13.9815763,15.66001997,19.33362702
13/01/2012,2.958616375,4.797781166,3.15127649,3.980809404,4.776112008,3.087364068,3.475458952,3.310648256,3.534608221,3.877301049,2.623493134,3.962001948,3.306547804,2.00655508,1.964718674,1.975210926,1.79029584,1.865034831,1.557849734,1.644645394,1.98627541,2.430049182,2.181619915,2.559044652,20.82791134,23.47781115,24.30783478,19.46151939,19.15089264,24.93438006,16.75424729,15.82963545,18.74830846,18.56587453,15.83184122,18.71342799,16.8288528,13.47384133,12.82247866,15.14582506,10.32075695,13.57136265,8.569307887,15.55618148,11.6682196,11.26241604,10.46142104,12.44404775
14/01/2012,4.227449277,3.453651261,5.077047714,4.085924017,4.763105627,2.93554239,3.959541871,3.906303255,2.741199299,2.502003958,3.620188387,3.483796122,3.200310393,3.337824265,2.759862776,2.719798273,1.957958646,1.955658079,1.745596665,2.255019314,1.512385565,1.613009799,2.068524356,1.999208725,19.46722392,22.87491119,26.03288158,27.7356089,23.21524346,19.49255311,25.03345719,17.64085835,23.1299935,20.6743226,16.11728214,15.09077378,14.36420302,16.40706736,12.13098766,15.58310823,13.12653066,8.577481398,13.02758572,14.62728583,12.53630853,12.32137665,15.94104934,14.29385045
15/01/2012,3.332985314,4.132531796,4.58435683,4.657003947,2.786064682,4.153606854,4.196462281,4.32491186,2.823138872,2.755252987,3.26929952,3.34851103,2.814952413,2.684225294,2.625406859,1.929706882,2.441515533,2.019678159,2.479848322,1.904836687,2.064586676,2.572426208,1.644168059,2.598992521,25.19806591,19.26112653,28.71670955,25.50118571,26.6358296,21.28017002,18.57469787,14.86936707,14.07100376,20.53637605,21.89137749,18.33357714,12.60534462,15.41864947,11.82700852,14.31275781,14.79080258,8.605396266,15.15947545,8.948964636,9.623567405,13.49943069,10.33589831,16.02136859
16/01/2012,4.123136113,3.711152875,2.860935451,4.209200057,3.541965591,4.539233503,2.815558588,2.450590833,4.099270286,3.171956532,2.827225392,3.938701205,3.567338542,2.950579158,2.494658964,2.13318855,1.600253555,1.457688005,2.374259786,2.384959823,1.50361894,1.954101234,1.746533885,3.105027323,20.46337053,16.02544608,31.16617441,17.1967062,19.47658896,22.88392318,19.95119605,16.40484524,17.846921,14.59527229,19.62176916,17.32339583,19.76963196,10.80567066,13.96660209,13.35895637,16.06335458,11.78023952,14.07160559,8.548880007,11.11608329,8.863688419,17.79649088,18.4017305
17/01/2012,3.556313938,4.772396205,2.731754859,3.874735224,4.313656228,3.587923568,4.18597697,3.847171602,3.366535297,2.738238372,2.846438332,2.262901933,2.322655165,3.785338647,2.306369713,2.266936819,1.895316137,2.517305302,1.444227718,1.886848212,1.37292608,2.147758855,2.340413006,2.368166337,23.9028997,16.77645667,26.28816969,27.56597926,22.03000034,22.12484259,20.66536879,20.12981783,17.05229074,17.68724129,12.38333791,17.93721227,16.31631457,14.44766833,16.39748858,16.92112724,12.91006696,11.92877737,13.0824993,12.40970156,14.62983384,15.71221288,16.40483994,14.72001957
18/01/2012,2.851856868,3.243818966,2.301887794,3.963101865,3.906112236,3.199666127,3.416382949,2.840663348,2.08621344,3.088387594,3.716279114,2.878673863,3.134335019,2.993382462,3.464749251,3.161068583,2.846161164,2.395708092,1.671640085,1.930912378,1.830811341,1.606458598,2.423323304,1.930723966,17.94586825,18.02145436,20.33094386,20.31821753,14.80093233,11.10623112,17.84053584,11.47387962,13.43585815,11.37772115,14.32665098,10.8647603,17.0318273,14.95495729,14.96133467,10.32215586,16.71396445,13.03137536,13.9171613,8.404804923,14.03914981,13.49085707,11.57390985,15.79716904
19/01/2012,3.059881215,2.699214391,3.472937597,2.171198392,2.285265214,2.450884683,3.112665749,2.563769753,1.869336403,2.795380313,2.173338112,1.913127254,2.288684268,3.321213995,1.895706133,2.722415594,1.899423023,2.122445182,2.478830113,1.451539541,1.49769917,2.443693765,2.094138384,1.844526032,15.17637286,12.7758429,18.93423821,10.77720294,12.40566127,16.89834302,16.08308217,10.89701096,12.53964371,9.423019326,16.57172493,10.71293498,14.26743038,14.08901974,15.36472932,14.39439167,13.59183757,9.519517042,11.40829642,9.207777323,8.614247056,12.52237198,13.74851345,19.47969633
20/01/2012,3.732256686,2.837588274,3.99055563,4.79533121,3.709779269,4.379285978,3.550782186,4.098540063,2.831416366,3.04373379,2.97855159,3.808437115,2.656737641,3.527438595,1.907575185,2.569654107,2.806646123,1.45704681,2.071945106,1.634671389,1.786814487,2.292268076,2.258380416,2.977958918,23.92078507,21.20929299,17.71536765,30.17347359,21.83733465,24.1611304,23.89874633,23.94498775,20.47467434,14.2479224,18.12665452,16.826311,19.55962776,15.67940016,16.79253638,13.50525057,11.32002397,13.69021676,15.32136078,13.90897394,14.9603611,16.17162155,17.76029572,13.9131256
21/01/2012,4.055766935,3.138088734,3.347434286,2.688209624,2.773495206,4.510406707,3.192320163,4.175350259,2.859078673,2.555417589,3.545336976,2.114065003,2.178077163,2.614745587,2.072086256,3.165207206,2.562271331,1.718470817,1.83876466,2.205944664,2.118431333,1.698343258,1.946116527,2.724140523,14.62419177,19.92473271,22.45911885,20.94484881,25.72838043,24.47826462,16.85428363,22.80098478,16.44932442,22.72234212,15.35288883,17.20847008,18.99842264,14.07026494,11.16826986,13.93551568,15.71271014,14.06446784,14.76881632,13.74017957,12.74915753,11.8969936,16.45376479,13.66604018
22/01/2012,3.995087261,4.115622238,4.609745038,2.67312833,3.259336839,3.759924762,3.964860479,2.913912118,2.282636648,3.255879558,2.660744572,2.480430347,3.463853048,3.142878433,3.229886357,2.868093462,1.646121364,1.769468354,2.050457667,1.896185785,2.07262587,1.520144918,2.297589583,1.734796657,19.00976098,23.95121582,22.19035241,20.47524234,21.3940361,27.3108704,18.71670371,18.26078288,18.11845972,12.59416468,16.25617284,15.59621691,13.53767113,15.69546903,12.11414711,16.05277468,11.11810656,11.05937749,14.71031558,10.15605103,15.53233775,11.74212845,16.50196008,20.13641553
23/01/2012,4.004173366,3.644406316,3.688662828,4.408893102,3.896089918,3.343889011,2.473374789,3.667579971,3.245162338,3.827576174,3.188416548,2.279268446,3.611012901,2.32113367,2.519290682,1.871179193,2.673397002,2.000035455,1.890044603,1.683289754,2.152620982,1.490232293,1.608843289,3.019986397,22.50040021,25.34350533,20.36423427,25.79176281,26.90857893,23.28823633,23.30665871,14.62636658,17.00622226,20.76638963,19.98611341,18.27776837,12.82214313,14.35941245,17.77411982,10.97856611,10.86971298,10.90324909,11.94312254,9.710056915,13.32556536,15.82696489,10.43133223,12.5811774
24/01/2012,2.856702065,4.164832419,3.675149169,4.605495229,3.913507351,3.374577249,2.462001336,3.277644507,2.757891889,2.315091805,3.359115579,2.466187778,3.813430155,3.020536099,3.394324854,1.959292184,2.23961834,1.898265361,1.641605405,2.281878663,2.342570252,1.65354914,2.429851457,2.414077849,14.64623363,28.46009388,17.7480101,18.7746098,15.60637388,16.13560074,22.41471709,17.68571489,19.10119885,19.10558678,19.20235375,18.69291829,18.43289063,15.37341365,11.74849115,14.31137954,11.29275825,14.60602991,8.962799328,13.94642039,12.20299597,13.39814398,11.88282583,17.32711478
25/01/2012,3.305138906,3.328926765,3.580990307,4.110112502,2.49812203,3.971714862,3.634112075,2.933440246,3.360582841,3.538773921,3.633970653,2.916574146,2.220302109,3.420207308,2.951824476,3.311014029,2.930490852,1.699256713,1.743351786,2.46249533,2.44697706,1.926089203,1.791698061,1.985641789,19.66713506,15.32016267,15.64168134,17.47392459,11.70023454,17.25077885,17.48582082,16.05949137,10.81961487,12.9621338,12.55657963,10.28226808,12.61644189,17.23441594,15.29328384,17.0209563,12.07239744,15.56401606,13.46805111,12.33402935,10.07987481,12.71448682,10.23290977,13.68878805
26/01/2012,2.427972511,2.515905718,2.611718897,2.656877309,3.143097089,2.183493071,2.903535052,3.448243139,3.343606662,1.838209415,3.314029268,2.660131628,2.297232483,2.122615129,3.290682141,2.296731069,2.607571845,2.508924913,2.338042156,2.35232317,2.000223473,2.678634566,1.811375493,2.454807726,16.51229197,19.01377845,12.24683473,15.48329901,17.99412476,12.40875219,12.38058812,10.48686083,12.46123921,14.55719732,14.0332436,11.57771976,9.86556625,16.58654156,12.06689406,14.34935266,9.64001114,12.42403898,11.87980958,12.1953861,13.3119502,11.94286542,12.53794323,13.9161282
27/01/2012,2.946039446,2.861687984,4.430271822,4.282553996,4.143237695,3.301112948,4.28573247,2.353375822,3.964971511,3.299279567,2.548802218,2.778600637,3.623718157,2.657257451,3.169644451,2.977319263,2.19628332,1.336648938,1.530930628,1.685325951,1.548527697,1.940722771,2.477309815,2.180265685,13.81275775,15.92332881,18.96717261,27.83196391,24.78392805,20.14167128,15.55129522,20.95126003,14.57294351,13.88428503,21.59791818,20.0305154,14.32162395,17.98525837,14.34063391,12.167055,9.230882072,15.50635438,13.1876177,9.706659765,11.65799975,15.27554904,11.97277147,19.27786388
28/01/2012,3.850463548,3.475409528,3.626717703,2.89572155,2.983322153,4.52134691,4.014388716,3.970557015,3.709478512,3.874514684,2.152391676,3.76166623,3.263032102,3.359487656,1.910314987,2.174955326,2.23445137,1.778457129,2.357311393,1.745473378,1.641259881,1.725407392,1.853196149,2.094390218,17.92747154,23.04330859,24.80467771,23.70548535,24.54291833,19.48481189,23.43734981,18.4530695,17.39892244,14.49114567,15.34603376,17.02840705,19.26075455,13.44061495,17.39202049,10.3139186,12.46032957,13.4049408,11.86215316,8.64031197,14.77668373,10.49154454,11.12588345,13.52015693
29/01/2012,4.035199918,4.655976338,4.657084969,2.952291073,2.722424536,3.287289708,3.286717446,3.567725293,2.706590126,2.671071967,3.008962998,2.920855735,2.15859097,3.332698247,3.108973813,2.84984989,1.726187422,1.610764731,1.788685214,2.220145415,2.110651869,1.800381296,1.722553197,2.261226608,14.66218657,18.64289404,19.57470527,20.78165099,25.97422331,26.01849858,15.35678611,19.65063084,18.27635343,22.08002514,19.38057949,17.96028729,11.64734408,11.72558429,12.3530456,15.38106431,13.68185982,14.93403494,9.823764245,9.481213016,9.620223296,15.80665933,15.64456832,18.83183795
30/01/2012,3.582011292,3.590749847,2.782784799,4.008001295,3.061357335,2.676465135,2.564494023,3.765947376,2.629109307,2.963235018,3.172299584,2.548692076,3.326455775,2.025281215,3.157632519,2.170725722,1.884053755,1.518627298,2.348287235,1.563825927,1.98351968,2.546660295,2.247248754,2.489360037,20.84936687,23.93220306,25.16769816,24.92138818,21.63219742,21.51765072,19.49747074,19.83484142,17.96291915,20.97119215,15.8208435,18.98596594,12.89213151,12.1286709,11.2576829,9.524976877,16.00241404,10.29855755,9.468449962,10.80056935,11.77003285,13.29837875,13.38570322,13.43121105
31/01/2012,2.678414095,3.795060792,3.12993656,3.055575919,4.416236864,4.244159381,3.478787516,3.651989815,2.204096023,3.044100325,3.266589177,2.834265694,2.891325159,2.306655657,2.079007923,2.237512738,2.152186379,2.009063045,1.613985796,1.328345108,1.79518021,2.384652225,2.189902691,1.656273933,15.85305369,18.18610294,20.5542721,21.81969611,15.32876468,15.66924645,24.24786993,16.81665106,11.82904707,19.48451493,18.91120806,19.80362857,16.26990196,16.11917701,10.31852497,15.38177368,15.38198952,9.512343635,11.75857007,14.25287528,12.58942661,10.27485475,16.50759762,14.68409996
1/02/2012,2.73462055,2.565552892,2.791780876,2.422128983,2.955461743,3.150752472,3.287792234,2.471931027,1.934496756,3.298191385,2.605728696,2.258379104,3.636295717,3.50679902,2.144455426,2.682830247,2.591342891,1.416833988,1.571482376,2.037407896,1.362212138,2.21908153,2.577334467,2.087501527,17.1516107,16.9624973,14.33943838,16.28544363,18.23153285,16.81405511,11.4955794,9.778994411,12.99220612,14.91179316,14.42746643,15.27399898,13.45060656,11.61487294,12.12111102,16.3440984,14.51716307,14.77740804,10.30101366,12.55920308,14.51371756,12.07105889,14.8641578,15.86166769
2/02/2012,2.130312646,3.045768189,2.446278842,2.626847088,2.449209739,2.593810022,3.350841738,2.100168305,2.250496232,2.495053234,2.088896259,2.150898441,3.187405609,2.194438499,2.209775053,2.557035814,1.823907552,1.997246193,1.964766441,1.676003463,1.522638247,1.660162174,1.993117536,1.688136202,12.06253135,17.40623176,15.79262884,18.93664601,13.38373863,11.1120933,11.90423661,13.21230964,9.207217745,15.5896742,12.24031977,12.19677354,15.72660537,14.57574404,14.26185018,11.13252726,9.221508449,10.77051517,11.34426877,9.413902827,11.91220133,13.72601818,12.80945607,19.46639891
3/02/2012,2.221985317,4.10643588,2.911085021,4.415710753,3.61365848,4.313075148,4.146187813,3.747259767,3.054862838,3.554450931,2.644907485,2.501087233,2.176270361,3.343852193,2.403179439,2.284847825,1.857708803,2.083945141,1.974296248,2.125783167,1.369813836,1.863583899,2.347835401,1.889517639,18.01997427,20.2922952,25.66257518,17.30970234,22.74439821,16.89757565,19.00249448,23.26060949,20.25326647,19.36638944,17.90182362,15.57566563,16.38205319,12.71189597,9.758377088,12.68299826,9.44278797,13.42449897,12.25336354,13.27610252,9.651859427,12.60291666,12.56243452,16.07830748
4/02/2012,2.27548515,3.467364664,4.728264729,3.719132925,3.441543861,2.930764592,2.823543742,2.537723873,3.6615435,2.681443765,2.807703488,2.68457706,2.867767983,3.375603914,2.997437865,1.930458142,2.003128678,1.500117759,1.552203817,1.586564177,1.815431805,2.144258943,2.080319104,1.728977314,18.48643183,21.05787109,16.7627051,16.5126986,18.66206375,21.28350331,15.92310069,14.03885992,14.6601139,14.40968934,12.83547395,19.58230397,14.73834805,13.50253911,14.67747485,9.516694202,11.78278271,9.963832422,12.57881816,10.18132412,8.408285296,14.97955561,10.50292351,12.22340764
5/02/2012,3.757243935,4.076853838,4.681249936,4.308757788,2.585158838,3.250868478,3.34236143,2.883892491,3.761846061,2.727497107,3.131361291,2.35049083,3.549899099,2.391008333,2.468482434,2.330681125,2.559359424,2.234850261,1.792576241,1.292501725,2.277895509,1.603919988,2.562450902,2.070000567,18.18577472,23.39590048,17.4312117,21.00057639,15.66486194,18.03748513,23.32952831,20.34971666,15.4109085,17.90712383,19.59247547,18.35377702,18.17564054,11.57862196,9.686500851,10.20148305,12.56181231,15.0613754,10.29330102,14.3201251,11.54525579,14.87748644,14.9960646,11.99818358
6/02/2012,3.342217227,3.801267306,4.10561882,3.053460657,4.475809411,2.617193079,3.563127921,3.148176624,2.583834889,3.101036454,2.622859794,2.348075541,3.401221271,3.153247694,2.15263507,2.672995688,1.736144855,1.797170624,2.332815645,1.413493943,1.661802089,2.295461676,1.926855433,2.435833884,19.93991653,17.05719136,17.76742401,22.67355617,27.65532484,19.20021159,19.49029006,21.09267361,22.75259168,12.88427863,16.43577276,14.22227012,18.37121201,16.53554458,9.771222431,10.53398741,9.556700291,10.51076505,9.047596232,12.18926043,9.58487112,12.56937289,9.90321271,14.65837508
7/02/2012,3.737505684,2.629521372,2.757530376,4.371254624,2.467087406,3.880200601,3.682462592,3.374962332,2.154568144,2.0468314,2.81088975,2.79584237,2.575621896,2.166665406,2.061855181,2.776336922,2.793085549,1.544864807,2.175543722,1.587616544,1.584099116,2.253094587,2.445688431,1.515887499,20.1973744,18.98962476,24.65931675,24.62753097,19.28684202,22.47067644,17.79839934,19.27063131,19.72167219,18.84443593,11.63454207,15.68329567,13.17010701,12.40535935,9.624235628,14.46729487,12.74449035,10.4597157,11.69287592,12.19636165,8.31154592,11.69102094,14.42587073,17.23707298
8/02/2012,2.59623228,2.112947872,3.252288872,2.210179861,2.823713973,3.319376738,2.518448901,2.516063714,2.958583055,2.981087919,2.91503238,3.486902497,3.223175999,2.291062176,2.459281902,1.84384266,2.612712838,2.242439219,1.973248436,2.209326129,2.118998925,1.86669856,1.517013556,1.956764184,17.37253509,19.23743427,12.43311769,14.47189593,15.89549163,14.90363779,11.54188435,10.3165387,15.92040637,10.3144931,15.45403683,17.25757627,12.34182508,14.23165515,10.49163642,9.88585779,11.1882604,12.52935886,9.792333223,8.313775779,11.42671697,10.57861487,15.78533417,11.24405154
9/02/2012,1.986639691,3.271146913,3.029537131,3.481832772,2.186554198,3.4795028,1.937317609,2.248263367,3.063163832,2.631243067,2.853158903,2.336525758,2.951347676,2.307494379,2.757204801,1.682634748,2.368508012,2.087214504,2.090276291,1.555193581,1.343193671,1.439543718,1.913575064,2.624656708,16.05057471,10.68282057,14.46160953,17.1437062,9.887206563,13.04857417,10.73920543,15.17981242,14.14886511,14.32677913,10.58357285,10.12611794,10.27927314,12.89798434,12.21894392,15.91431292,14.14890131,11.40270613,14.16154344,10.28360878,8.453812534,10.19828096,17.64220134,12.24830411
10/02/2012,3.320289265,4.426092561,4.756711357,2.822506683,3.831033904,2.54448781,2.446692034,2.402507493,2.234076473,3.120582389,2.911160914,2.175520317,2.149567241,2.572100282,2.147973612,2.913994791,2.380555112,2.177681754,1.899517022,1.36240568,1.86520782,2.490111651,1.653031832,2.675297357,23.38852831,17.37352897,20.03947384,27.5413721,21.05461801,18.76593321,15.05594354,17.76616636,21.73819336,13.74545502,13.29904987,13.7775192,12.7124617,17.62765523,13.08082385,14.38437571,13.32797417,11.32374477,9.086209467,8.654448367,11.66498997,14.9140174,12.6205745,16.51239359
11/02/2012,3.979662067,3.960803823,3.053163489,2.823176519,3.118319655,2.854281258,3.666745788,3.3264787,3.413377256,2.585230953,2.351029151,2.009600445,2.20040175,3.104132168,1.980287141,2.244718086,2.581913291,2.024150884,1.938286681,1.277252388,1.669244414,1.657683991,1.742680353,1.924263255,13.69837485,23.3538998,19.19785213,21.17208671,20.62049479,21.00811881,13.76523353,15.16790462,17.48026203,16.42957492,11.72031617,11.05397253,12.74210863,10.71619082,13.2038502,11.53062077,14.13782858,13.42284788,12.86728825,9.722611333,13.07639096,14.40922916,10.80725065,18.36421608
12/02/2012,3.074600653,4.406678948,3.686934915,3.096799813,3.44708619,4.083377068,3.312932142,2.897471614,3.261817269,3.580853294,2.670735918,3.528868462,2.155326431,1.96622179,2.185538005,2.755028405,1.797738391,1.400684208,2.103754789,1.335795091,1.670554471,1.486369584,1.487886462,1.940667323,16.56953049,26.88694299,28.58246248,16.85929277,19.01542012,22.84362379,22.61792065,17.63350331,14.11112301,12.47414683,11.67262972,10.40005718,12.11275682,12.35920398,17.18757815,10.21743253,11.56953482,9.735000608,8.479857812,8.253621584,8.220075419,13.9835866,11.6443779,12.96789479
13/02/2012,2.593584196,4.202099418,2.610032793,4.135353938,3.992323944,2.92709118,2.667320602,3.656337128,3.6398883,2.140003851,2.328226477,2.038861039,2.483575051,2.306542634,2.593257866,2.3843873,1.408211655,2.290846818,1.2674065,1.766822177,1.829138202,1.856004364,1.484034268,2.047030732,23.40402291,25.03990283,19.3780111,25.2345666,19.74691756,18.92559591,22.24539257,19.79733643,16.39741873,14.45791033,20.18777088,12.44887002,13.19292302,13.75609421,12.57985519,11.4589744,12.04918928,7.987580052,13.17199732,12.01565709,8.123352229,11.09613419,11.18422839,12.74787503
14/02/2012,3.091993957,2.919487901,4.074830078,4.024550711,2.748277896,3.426033457,3.947382292,3.194944376,2.535586782,2.333913878,2.536989107,3.063651665,2.180544766,2.443491232,2.383867861,2.408730131,1.574190641,1.886176658,2.226461709,1.655255674,2.166790366,2.007108058,1.631375026,2.326198998,18.88580544,22.95607116,25.14294577,26.8571832,20.75060689,20.78516774,21.66822991,19.11700005,20.3110358,14.1427666,16.61047909,12.85889302,12.83003619,13.23742953,9.211615019,13.8358316,8.822755589,7.999450748,10.14336632,10.97713537,9.280068546,8.487630374,11.4082899,10.28071253
